case_id,summary,offense,ipc_section,detention,expected_sentence,age,gender,priority_label,undertrial_flag
C04192,"Robbery case, in custody for 11 months",robbery,IPC 392,11,36,22,Female,low,no
C04193,"Minor theft case, undertrial for 2 months",theft,IPC 379,2,6,30,Male,low,no
C04194,"Financial fraud case, in custody for 10 months",fraud,IPC 420,10,12,62,Female,medium,no
C04195,"Minor theft case, undertrial for 35 months",theft,IPC 379,35,6,33,Female,high,yes
C04196,"Financial fraud case, detained for 30 months",fraud,IPC 420,30,12,41,Female,high,yes
C04197,"Robbery case, in custody for 13 months",robbery,IPC 392,13,36,40,Female,low,no
C04198,"Physical assault case, detained for 12 months",assault,IPC 351,12,24,46,Female,low,no
C04199,"Robbery case, undertrial for 11 months",robbery,IPC 392,11,36,27,Female,low,no
C04200,"Robbery case, undertrial for 26 months",robbery,IPC 392,26,36,54,Female,medium,no
C04201,"Financial fraud case, detained for 4 months",fraud,IPC 420,4,12,67,Female,low,no
C04202,"Physical assault case, detained for 15 months",assault,IPC 351,15,24,42,Female,medium,no
C04203,"Minor theft case, detained for 3 months",theft,IPC 379,3,6,35,Male,low,no
C04204,"Minor theft case, detained for 10 months",theft,IPC 379,10,6,62,Female,high,yes
C04205,"Physical assault case, undertrial for 17 months",assault,IPC 351,17,24,64,Male,medium,no
C04206,"Minor theft case, detained for 2 months",theft,IPC 379,2,6,20,Male,low,no
C04207,"Financial fraud case, in custody for 29 months",fraud,IPC 420,29,12,26,Female,high,yes
C04208,"Financial fraud case, detained for 1 months",fraud,IPC 420,1,12,29,Male,low,no
C04209,"Financial fraud case, undertrial for 16 months",fraud,IPC 420,16,12,64,Male,high,yes
C04210,"Physical assault case, undertrial for 1 months",assault,IPC 351,1,24,25,Female,low,no
C04211,"Minor theft case, undertrial for 21 months",theft,IPC 379,21,6,21,Female,high,yes
C04212,"Financial fraud case, undertrial for 6 months",fraud,IPC 420,6,12,62,Male,low,no
C04213,"Robbery case, in custody for 28 months",robbery,IPC 392,28,36,36,Female,medium,no
C04214,"Robbery case, in custody for 30 months",robbery,IPC 392,30,36,45,Male,medium,no
C04215,"Minor theft case, detained for 6 months",theft,IPC 379,6,6,41,Male,medium,no
C04216,"Physical assault case, in custody for 2 months",assault,IPC 351,2,24,47,Female,low,no
C04217,"Robbery case, undertrial for 33 months",robbery,IPC 392,33,36,34,Male,medium,no
C04218,"Minor theft case, undertrial for 16 months",theft,IPC 379,16,6,53,Female,high,yes
C04219,"Financial fraud case, undertrial for 15 months",fraud,IPC 420,15,12,19,Male,high,yes
C04220,"Physical assault case, undertrial for 7 months",assault,IPC 351,7,24,35,Female,low,no
C04221,"Financial fraud case, undertrial for 19 months",fraud,IPC 420,19,12,52,Female,high,yes
C04222,"Physical assault case, detained for 1 months",assault,IPC 351,1,24,18,Male,low,no
C04223,"Robbery case, undertrial for 32 months",robbery,IPC 392,32,36,68,Female,medium,no
C04224,"Robbery case, detained for 2 months",robbery,IPC 392,2,36,70,Male,low,no
C04225,"Physical assault case, undertrial for 10 months",assault,IPC 351,10,24,32,Male,low,no
C04226,"Physical assault case, detained for 32 months",assault,IPC 351,32,24,67,Male,high,yes
C04227,"Physical assault case, in custody for 24 months",assault,IPC 351,24,24,34,Female,medium,no
C04228,"Robbery case, undertrial for 3 months",robbery,IPC 392,3,36,66,Female,low,no
C04229,"Robbery case, in custody for 13 months",robbery,IPC 392,13,36,42,Male,low,no
C04230,"Minor theft case, detained for 2 months",theft,IPC 379,2,6,41,Male,low,no
C04231,"Robbery case, detained for 31 months",robbery,IPC 392,31,36,38,Male,medium,no
C04232,"Robbery case, undertrial for 9 months",robbery,IPC 392,9,36,57,Male,low,no
C04233,"Financial fraud case, detained for 19 months",fraud,IPC 420,19,12,69,Female,high,yes
C04234,"Robbery case, undertrial for 35 months",robbery,IPC 392,35,36,24,Female,medium,no
C04235,"Minor theft case, undertrial for 2 months",theft,IPC 379,2,6,62,Female,low,no
C04236,"Physical assault case, detained for 20 months",assault,IPC 351,20,24,37,Female,medium,no
C04237,"Robbery case, in custody for 29 months",robbery,IPC 392,29,36,65,Female,medium,no
C04238,"Robbery case, in custody for 23 months",robbery,IPC 392,23,36,68,Male,medium,no
C04239,"Robbery case, undertrial for 20 months",robbery,IPC 392,20,36,32,Male,medium,no
C04240,"Financial fraud case, undertrial for 29 months",fraud,IPC 420,29,12,69,Female,high,yes
C04241,"Financial fraud case, undertrial for 26 months",fraud,IPC 420,26,12,35,Female,high,yes
C04242,"Robbery case, in custody for 24 months",robbery,IPC 392,24,36,55,Female,medium,no
C04243,"Robbery case, in custody for 5 months",robbery,IPC 392,5,36,59,Male,low,no
C04244,"Robbery case, detained for 9 months",robbery,IPC 392,9,36,46,Female,low,no
C04245,"Minor theft case, undertrial for 27 months",theft,IPC 379,27,6,36,Male,high,yes
C04246,"Financial fraud case, undertrial for 31 months",fraud,IPC 420,31,12,61,Male,high,yes
C04247,"Financial fraud case, detained for 13 months",fraud,IPC 420,13,12,32,Female,high,yes
C04248,"Minor theft case, in custody for 13 months",theft,IPC 379,13,6,34,Female,high,yes
C04249,"Robbery case, undertrial for 9 months",robbery,IPC 392,9,36,31,Male,low,no
C04250,"Physical assault case, undertrial for 33 months",assault,IPC 351,33,24,18,Female,high,yes
C04251,"Physical assault case, in custody for 10 months",assault,IPC 351,10,24,41,Female,low,no
C04252,"Robbery case, detained for 16 months",robbery,IPC 392,16,36,28,Male,low,no
C04253,"Financial fraud case, in custody for 20 months",fraud,IPC 420,20,12,36,Female,high,yes
C04254,"Minor theft case, undertrial for 32 months",theft,IPC 379,32,6,41,Male,high,yes
C04255,"Robbery case, detained for 29 months",robbery,IPC 392,29,36,62,Female,medium,no
C04256,"Physical assault case, undertrial for 9 months",assault,IPC 351,9,24,21,Male,low,no
C04257,"Financial fraud case, undertrial for 13 months",fraud,IPC 420,13,12,30,Female,high,yes
C04258,"Physical assault case, detained for 5 months",assault,IPC 351,5,24,52,Female,low,no
C04259,"Minor theft case, in custody for 6 months",theft,IPC 379,6,6,28,Male,medium,no
C04260,"Minor theft case, in custody for 30 months",theft,IPC 379,30,6,61,Female,high,yes
C04261,"Minor theft case, in custody for 12 months",theft,IPC 379,12,6,55,Female,high,yes
C04262,"Minor theft case, in custody for 10 months",theft,IPC 379,10,6,49,Male,high,yes
C04263,"Physical assault case, detained for 36 months",assault,IPC 351,36,24,33,Male,high,yes
C04264,"Physical assault case, undertrial for 19 months",assault,IPC 351,19,24,63,Female,medium,no
C04265,"Physical assault case, in custody for 10 months",assault,IPC 351,10,24,57,Female,low,no
C04266,"Physical assault case, in custody for 19 months",assault,IPC 351,19,24,29,Male,medium,no
C04267,"Financial fraud case, undertrial for 26 months",fraud,IPC 420,26,12,34,Female,high,yes
C04268,"Physical assault case, detained for 18 months",assault,IPC 351,18,24,26,Female,medium,no
C04269,"Physical assault case, in custody for 13 months",assault,IPC 351,13,24,25,Male,medium,no
C04270,"Physical assault case, detained for 10 months",assault,IPC 351,10,24,63,Female,low,no
C04271,"Financial fraud case, in custody for 19 months",fraud,IPC 420,19,12,50,Female,high,yes
C04272,"Financial fraud case, in custody for 20 months",fraud,IPC 420,20,12,70,Male,high,yes
C04273,"Robbery case, undertrial for 18 months",robbery,IPC 392,18,36,65,Female,low,no
C04274,"Financial fraud case, detained for 33 months",fraud,IPC 420,33,12,69,Female,high,yes
C04275,"Robbery case, in custody for 26 months",robbery,IPC 392,26,36,52,Female,medium,no
C04276,"Robbery case, undertrial for 15 months",robbery,IPC 392,15,36,30,Female,low,no
C04277,"Physical assault case, undertrial for 5 months",assault,IPC 351,5,24,51,Female,low,no
C04278,"Minor theft case, in custody for 7 months",theft,IPC 379,7,6,46,Male,high,yes
C04279,"Minor theft case, detained for 25 months",theft,IPC 379,25,6,68,Male,high,yes
C04280,"Financial fraud case, undertrial for 6 months",fraud,IPC 420,6,12,55,Female,low,no
C04281,"Physical assault case, detained for 17 months",assault,IPC 351,17,24,36,Male,medium,no
C04282,"Financial fraud case, undertrial for 24 months",fraud,IPC 420,24,12,48,Male,high,yes
C04283,"Minor theft case, undertrial for 6 months",theft,IPC 379,6,6,59,Female,medium,no
C04284,"Robbery case, detained for 27 months",robbery,IPC 392,27,36,24,Male,medium,no
C04285,"Financial fraud case, in custody for 18 months",fraud,IPC 420,18,12,33,Female,high,yes
C04286,"Physical assault case, detained for 27 months",assault,IPC 351,27,24,66,Female,high,yes
C04287,"Minor theft case, undertrial for 10 months",theft,IPC 379,10,6,27,Male,high,yes
C04288,"Financial fraud case, detained for 22 months",fraud,IPC 420,22,12,38,Male,high,yes
C04289,"Financial fraud case, detained for 11 months",fraud,IPC 420,11,12,26,Male,medium,no
C04290,"Robbery case, detained for 32 months",robbery,IPC 392,32,36,25,Male,medium,no
C04291,"Robbery case, detained for 2 months",robbery,IPC 392,2,36,26,Male,low,no
C04292,"Robbery case, in custody for 14 months",robbery,IPC 392,14,36,19,Male,low,no
C04293,"Robbery case, undertrial for 22 months",robbery,IPC 392,22,36,68,Male,medium,no
C04294,"Robbery case, undertrial for 30 months",robbery,IPC 392,30,36,50,Male,medium,no
C04295,"Physical assault case, detained for 29 months",assault,IPC 351,29,24,23,Female,high,yes
C04296,"Financial fraud case, detained for 34 months",fraud,IPC 420,34,12,47,Female,high,yes
C04297,"Physical assault case, in custody for 30 months",assault,IPC 351,30,24,64,Male,high,yes
C04298,"Financial fraud case, detained for 8 months",fraud,IPC 420,8,12,53,Female,medium,no
C04299,"Minor theft case, undertrial for 9 months",theft,IPC 379,9,6,68,Male,high,yes
C04300,"Financial fraud case, in custody for 13 months",fraud,IPC 420,13,12,50,Male,high,yes
C04301,"Financial fraud case, detained for 11 months",fraud,IPC 420,11,12,62,Male,medium,no
C04302,"Minor theft case, undertrial for 32 months",theft,IPC 379,32,6,24,Male,high,yes
C04303,"Robbery case, undertrial for 21 months",robbery,IPC 392,21,36,42,Female,medium,no
C04304,"Minor theft case, in custody for 2 months",theft,IPC 379,2,6,65,Female,low,no
C04305,"Robbery case, detained for 12 months",robbery,IPC 392,12,36,39,Female,low,no
C04306,"Robbery case, undertrial for 26 months",robbery,IPC 392,26,36,19,Female,medium,no
C04307,"Minor theft case, in custody for 18 months",theft,IPC 379,18,6,46,Female,high,yes
C04308,"Financial fraud case, undertrial for 28 months",fraud,IPC 420,28,12,34,Male,high,yes
C04309,"Minor theft case, undertrial for 29 months",theft,IPC 379,29,6,57,Male,high,yes
C04310,"Physical assault case, undertrial for 31 months",assault,IPC 351,31,24,32,Male,high,yes
C04311,"Minor theft case, in custody for 1 months",theft,IPC 379,1,6,19,Female,low,no
C04312,"Financial fraud case, detained for 28 months",fraud,IPC 420,28,12,22,Female,high,yes
C04313,"Financial fraud case, detained for 22 months",fraud,IPC 420,22,12,41,Male,high,yes
C04314,"Financial fraud case, undertrial for 9 months",fraud,IPC 420,9,12,43,Female,medium,no
C04315,"Robbery case, detained for 27 months",robbery,IPC 392,27,36,26,Male,medium,no
C04316,"Financial fraud case, undertrial for 2 months",fraud,IPC 420,2,12,33,Female,low,no
C04317,"Financial fraud case, undertrial for 23 months",fraud,IPC 420,23,12,53,Male,high,yes
C04318,"Financial fraud case, undertrial for 23 months",fraud,IPC 420,23,12,59,Female,high,yes
C04319,"Robbery case, undertrial for 24 months",robbery,IPC 392,24,36,30,Female,medium,no
C04320,"Financial fraud case, detained for 19 months",fraud,IPC 420,19,12,59,Female,high,yes
C04321,"Physical assault case, detained for 9 months",assault,IPC 351,9,24,62,Male,low,no
C04322,"Robbery case, detained for 24 months",robbery,IPC 392,24,36,57,Female,medium,no
C04323,"Robbery case, detained for 14 months",robbery,IPC 392,14,36,70,Male,low,no
C04324,"Robbery case, undertrial for 1 months",robbery,IPC 392,1,36,41,Female,low,no
C04325,"Physical assault case, in custody for 2 months",assault,IPC 351,2,24,44,Female,low,no
C04326,"Minor theft case, detained for 15 months",theft,IPC 379,15,6,23,Male,high,yes
C04327,"Robbery case, undertrial for 31 months",robbery,IPC 392,31,36,59,Male,medium,no
C04328,"Financial fraud case, undertrial for 25 months",fraud,IPC 420,25,12,60,Female,high,yes
C04329,"Minor theft case, detained for 10 months",theft,IPC 379,10,6,35,Male,high,yes
C04330,"Robbery case, detained for 21 months",robbery,IPC 392,21,36,29,Female,medium,no
C04331,"Physical assault case, in custody for 6 months",assault,IPC 351,6,24,59,Female,low,no
C04332,"Minor theft case, undertrial for 33 months",theft,IPC 379,33,6,30,Female,high,yes
C04333,"Minor theft case, in custody for 31 months",theft,IPC 379,31,6,51,Male,high,yes
C04334,"Robbery case, detained for 22 months",robbery,IPC 392,22,36,56,Male,medium,no
C04335,"Physical assault case, detained for 3 months",assault,IPC 351,3,24,36,Male,low,no
C04336,"Robbery case, detained for 1 months",robbery,IPC 392,1,36,31,Female,low,no
C04337,"Minor theft case, in custody for 9 months",theft,IPC 379,9,6,64,Female,high,yes
C04338,"Physical assault case, in custody for 12 months",assault,IPC 351,12,24,37,Male,low,no
C04339,"Financial fraud case, undertrial for 8 months",fraud,IPC 420,8,12,54,Male,medium,no
C04340,"Minor theft case, in custody for 23 months",theft,IPC 379,23,6,31,Male,high,yes
C04341,"Robbery case, undertrial for 34 months",robbery,IPC 392,34,36,50,Male,medium,no
C04342,"Robbery case, in custody for 11 months",robbery,IPC 392,11,36,64,Female,low,no
C04343,"Financial fraud case, detained for 14 months",fraud,IPC 420,14,12,49,Female,high,yes
C04344,"Physical assault case, undertrial for 9 months",assault,IPC 351,9,24,57,Female,low,no
C04345,"Minor theft case, in custody for 19 months",theft,IPC 379,19,6,60,Female,high,yes
C04346,"Physical assault case, undertrial for 33 months",assault,IPC 351,33,24,49,Female,high,yes
C04347,"Financial fraud case, undertrial for 16 months",fraud,IPC 420,16,12,55,Female,high,yes
C04348,"Minor theft case, detained for 34 months",theft,IPC 379,34,6,33,Female,high,yes
C04349,"Minor theft case, in custody for 7 months",theft,IPC 379,7,6,20,Female,high,yes
C04350,"Physical assault case, undertrial for 31 months",assault,IPC 351,31,24,18,Female,high,yes
C04351,"Minor theft case, undertrial for 6 months",theft,IPC 379,6,6,69,Female,medium,no
C04352,"Physical assault case, undertrial for 21 months",assault,IPC 351,21,24,58,Male,medium,no
C04353,"Minor theft case, undertrial for 18 months",theft,IPC 379,18,6,37,Female,high,yes
C04354,"Physical assault case, undertrial for 1 months",assault,IPC 351,1,24,51,Male,low,no
C04355,"Financial fraud case, detained for 32 months",fraud,IPC 420,32,12,24,Female,high,yes
C04356,"Minor theft case, in custody for 36 months",theft,IPC 379,36,6,48,Male,high,yes
C04357,"Financial fraud case, detained for 21 months",fraud,IPC 420,21,12,42,Male,high,yes
C04358,"Minor theft case, in custody for 14 months",theft,IPC 379,14,6,31,Male,high,yes
C04359,"Financial fraud case, undertrial for 1 months",fraud,IPC 420,1,12,35,Male,low,no
C04360,"Minor theft case, undertrial for 36 months",theft,IPC 379,36,6,45,Female,high,yes
C04361,"Financial fraud case, undertrial for 7 months",fraud,IPC 420,7,12,29,Male,medium,no
C04362,"Robbery case, detained for 10 months",robbery,IPC 392,10,36,38,Male,low,no
C04363,"Physical assault case, undertrial for 28 months",assault,IPC 351,28,24,55,Female,high,yes
C04364,"Physical assault case, undertrial for 19 months",assault,IPC 351,19,24,61,Female,medium,no
C04365,"Minor theft case, undertrial for 35 months",theft,IPC 379,35,6,30,Male,high,yes
C04366,"Minor theft case, in custody for 7 months",theft,IPC 379,7,6,39,Female,high,yes
C04367,"Minor theft case, detained for 33 months",theft,IPC 379,33,6,18,Male,high,yes
C04368,"Physical assault case, in custody for 18 months",assault,IPC 351,18,24,41,Female,medium,no
C04369,"Financial fraud case, detained for 3 months",fraud,IPC 420,3,12,19,Female,low,no
C04370,"Financial fraud case, in custody for 4 months",fraud,IPC 420,4,12,37,Female,low,no
C04371,"Minor theft case, undertrial for 11 months",theft,IPC 379,11,6,41,Female,high,yes
C04372,"Robbery case, undertrial for 13 months",robbery,IPC 392,13,36,36,Female,low,no
C04373,"Physical assault case, in custody for 8 months",assault,IPC 351,8,24,54,Female,low,no
C04374,"Physical assault case, in custody for 31 months",assault,IPC 351,31,24,52,Female,high,yes
C04375,"Physical assault case, undertrial for 22 months",assault,IPC 351,22,24,67,Female,medium,no
C04376,"Robbery case, in custody for 35 months",robbery,IPC 392,35,36,70,Female,medium,no
C04377,"Physical assault case, undertrial for 27 months",assault,IPC 351,27,24,37,Male,high,yes
C04378,"Robbery case, undertrial for 31 months",robbery,IPC 392,31,36,34,Female,medium,no
C04379,"Financial fraud case, detained for 7 months",fraud,IPC 420,7,12,54,Male,medium,no
C04380,"Physical assault case, undertrial for 7 months",assault,IPC 351,7,24,45,Female,low,no
C04381,"Financial fraud case, undertrial for 16 months",fraud,IPC 420,16,12,28,Female,high,yes
C04382,"Financial fraud case, detained for 5 months",fraud,IPC 420,5,12,68,Male,low,no
C04383,"Physical assault case, in custody for 22 months",assault,IPC 351,22,24,34,Male,medium,no
C04384,"Financial fraud case, detained for 21 months",fraud,IPC 420,21,12,67,Male,high,yes
C04385,"Robbery case, undertrial for 32 months",robbery,IPC 392,32,36,51,Male,medium,no
C04386,"Physical assault case, undertrial for 1 months",assault,IPC 351,1,24,29,Female,low,no
C04387,"Physical assault case, undertrial for 19 months",assault,IPC 351,19,24,47,Male,medium,no
C04388,"Minor theft case, detained for 15 months",theft,IPC 379,15,6,39,Female,high,yes
C04389,"Minor theft case, detained for 18 months",theft,IPC 379,18,6,24,Male,high,yes
C04390,"Physical assault case, undertrial for 36 months",assault,IPC 351,36,24,67,Male,high,yes
C04391,"Minor theft case, in custody for 1 months",theft,IPC 379,1,6,50,Female,low,no
C04392,"Physical assault case, detained for 2 months",assault,IPC 351,2,24,22,Male,low,no
C04393,"Financial fraud case, detained for 14 months",fraud,IPC 420,14,12,31,Male,high,yes
C04394,"Physical assault case, undertrial for 5 months",assault,IPC 351,5,24,59,Female,low,no
C04395,"Financial fraud case, in custody for 31 months",fraud,IPC 420,31,12,45,Female,high,yes
C04396,"Physical assault case, in custody for 24 months",assault,IPC 351,24,24,41,Female,medium,no
C04397,"Physical assault case, detained for 28 months",assault,IPC 351,28,24,58,Male,high,yes
C04398,"Robbery case, in custody for 22 months",robbery,IPC 392,22,36,68,Female,medium,no
C04399,"Minor theft case, detained for 34 months",theft,IPC 379,34,6,27,Female,high,yes
C04400,"Robbery case, detained for 5 months",robbery,IPC 392,5,36,43,Female,low,no
C04401,"Minor theft case, undertrial for 36 months",theft,IPC 379,36,6,31,Female,high,yes
C04402,"Minor theft case, detained for 23 months",theft,IPC 379,23,6,38,Male,high,yes
C04403,"Minor theft case, in custody for 34 months",theft,IPC 379,34,6,32,Female,high,yes
C04404,"Financial fraud case, in custody for 3 months",fraud,IPC 420,3,12,24,Female,low,no
C04405,"Financial fraud case, detained for 27 months",fraud,IPC 420,27,12,30,Male,high,yes
C04406,"Physical assault case, in custody for 34 months",assault,IPC 351,34,24,46,Female,high,yes
C04407,"Robbery case, in custody for 34 months",robbery,IPC 392,34,36,31,Female,medium,no
C04408,"Robbery case, undertrial for 33 months",robbery,IPC 392,33,36,35,Female,medium,no
C04409,"Minor theft case, in custody for 35 months",theft,IPC 379,35,6,43,Female,high,yes
C04410,"Robbery case, in custody for 13 months",robbery,IPC 392,13,36,21,Female,low,no
C04411,"Robbery case, in custody for 16 months",robbery,IPC 392,16,36,23,Female,low,no
C04412,"Financial fraud case, in custody for 31 months",fraud,IPC 420,31,12,48,Male,high,yes
C04413,"Robbery case, in custody for 19 months",robbery,IPC 392,19,36,19,Male,medium,no
C04414,"Minor theft case, detained for 19 months",theft,IPC 379,19,6,52,Female,high,yes
C04415,"Robbery case, detained for 24 months",robbery,IPC 392,24,36,33,Female,medium,no
C04416,"Minor theft case, detained for 28 months",theft,IPC 379,28,6,25,Male,high,yes
C04417,"Physical assault case, undertrial for 24 months",assault,IPC 351,24,24,21,Female,medium,no
C04418,"Physical assault case, undertrial for 18 months",assault,IPC 351,18,24,24,Female,medium,no
C04419,"Physical assault case, detained for 19 months",assault,IPC 351,19,24,51,Male,medium,no
C04420,"Financial fraud case, in custody for 1 months",fraud,IPC 420,1,12,35,Male,low,no
C04421,"Robbery case, detained for 1 months",robbery,IPC 392,1,36,53,Male,low,no
C04422,"Robbery case, detained for 5 months",robbery,IPC 392,5,36,27,Female,low,no
C04423,"Minor theft case, in custody for 7 months",theft,IPC 379,7,6,49,Female,high,yes
C04424,"Minor theft case, in custody for 17 months",theft,IPC 379,17,6,47,Male,high,yes
C04425,"Minor theft case, detained for 4 months",theft,IPC 379,4,6,57,Female,medium,no
C04426,"Minor theft case, in custody for 35 months",theft,IPC 379,35,6,60,Female,high,yes
C04427,"Physical assault case, undertrial for 23 months",assault,IPC 351,23,24,60,Female,medium,no
C04428,"Physical assault case, detained for 13 months",assault,IPC 351,13,24,45,Male,medium,no
C04429,"Physical assault case, detained for 21 months",assault,IPC 351,21,24,41,Male,medium,no
C04430,"Physical assault case, detained for 5 months",assault,IPC 351,5,24,35,Male,low,no
C04431,"Physical assault case, in custody for 34 months",assault,IPC 351,34,24,42,Male,high,yes
C04432,"Financial fraud case, undertrial for 28 months",fraud,IPC 420,28,12,42,Male,high,yes
C04433,"Robbery case, detained for 33 months",robbery,IPC 392,33,36,65,Female,medium,no
C04434,"Physical assault case, undertrial for 30 months",assault,IPC 351,30,24,41,Female,high,yes
C04435,"Physical assault case, in custody for 31 months",assault,IPC 351,31,24,27,Female,high,yes
C04436,"Robbery case, detained for 4 months",robbery,IPC 392,4,36,43,Male,low,no
C04437,"Robbery case, in custody for 21 months",robbery,IPC 392,21,36,26,Female,medium,no
C04438,"Minor theft case, in custody for 16 months",theft,IPC 379,16,6,44,Male,high,yes
C04439,"Minor theft case, detained for 18 months",theft,IPC 379,18,6,48,Male,high,yes
C04440,"Physical assault case, detained for 28 months",assault,IPC 351,28,24,50,Male,high,yes
C04441,"Physical assault case, in custody for 2 months",assault,IPC 351,2,24,64,Male,low,no
C04442,"Robbery case, in custody for 27 months",robbery,IPC 392,27,36,34,Male,medium,no
C04443,"Physical assault case, detained for 26 months",assault,IPC 351,26,24,20,Male,high,yes
C04444,"Minor theft case, in custody for 35 months",theft,IPC 379,35,6,65,Female,high,yes
C04445,"Robbery case, undertrial for 16 months",robbery,IPC 392,16,36,60,Female,low,no
C04446,"Physical assault case, in custody for 8 months",assault,IPC 351,8,24,32,Female,low,no
C04447,"Robbery case, in custody for 5 months",robbery,IPC 392,5,36,18,Female,low,no
C04448,"Physical assault case, detained for 6 months",assault,IPC 351,6,24,36,Male,low,no
C04449,"Robbery case, undertrial for 1 months",robbery,IPC 392,1,36,44,Female,low,no
C04450,"Minor theft case, detained for 24 months",theft,IPC 379,24,6,68,Male,high,yes
C04451,"Physical assault case, in custody for 6 months",assault,IPC 351,6,24,27,Male,low,no
C04452,"Robbery case, detained for 11 months",robbery,IPC 392,11,36,44,Female,low,no
C04453,"Financial fraud case, undertrial for 12 months",fraud,IPC 420,12,12,45,Female,medium,no
C04454,"Minor theft case, undertrial for 3 months",theft,IPC 379,3,6,30,Male,low,no
C04455,"Physical assault case, in custody for 4 months",assault,IPC 351,4,24,63,Female,low,no
C04456,"Robbery case, in custody for 15 months",robbery,IPC 392,15,36,42,Male,low,no
C04457,"Financial fraud case, detained for 18 months",fraud,IPC 420,18,12,65,Male,high,yes
C04458,"Physical assault case, detained for 7 months",assault,IPC 351,7,24,62,Female,low,no
C04459,"Robbery case, undertrial for 26 months",robbery,IPC 392,26,36,33,Female,medium,no
C04460,"Minor theft case, detained for 34 months",theft,IPC 379,34,6,38,Male,high,yes
C04461,"Minor theft case, undertrial for 29 months",theft,IPC 379,29,6,61,Female,high,yes
C04462,"Minor theft case, detained for 15 months",theft,IPC 379,15,6,51,Male,high,yes
C04463,"Physical assault case, undertrial for 20 months",assault,IPC 351,20,24,59,Female,medium,no
C04464,"Financial fraud case, undertrial for 32 months",fraud,IPC 420,32,12,60,Female,high,yes
C04465,"Financial fraud case, undertrial for 20 months",fraud,IPC 420,20,12,30,Female,high,yes
C04466,"Minor theft case, in custody for 32 months",theft,IPC 379,32,6,54,Female,high,yes
C04467,"Robbery case, in custody for 24 months",robbery,IPC 392,24,36,29,Male,medium,no
C04468,"Robbery case, detained for 15 months",robbery,IPC 392,15,36,60,Female,low,no
C04469,"Robbery case, detained for 29 months",robbery,IPC 392,29,36,18,Female,medium,no
C04470,"Robbery case, undertrial for 28 months",robbery,IPC 392,28,36,59,Male,medium,no
C04471,"Robbery case, in custody for 23 months",robbery,IPC 392,23,36,20,Female,medium,no
C04472,"Minor theft case, undertrial for 10 months",theft,IPC 379,10,6,27,Male,high,yes
C04473,"Minor theft case, in custody for 24 months",theft,IPC 379,24,6,45,Female,high,yes
C04474,"Physical assault case, in custody for 32 months",assault,IPC 351,32,24,46,Female,high,yes
C04475,"Physical assault case, detained for 25 months",assault,IPC 351,25,24,22,Male,high,yes
C04476,"Financial fraud case, detained for 7 months",fraud,IPC 420,7,12,43,Female,medium,no
C04477,"Minor theft case, undertrial for 26 months",theft,IPC 379,26,6,51,Female,high,yes
C04478,"Minor theft case, detained for 6 months",theft,IPC 379,6,6,39,Female,medium,no
C04479,"Financial fraud case, detained for 25 months",fraud,IPC 420,25,12,68,Female,high,yes
C04480,"Minor theft case, undertrial for 36 months",theft,IPC 379,36,6,46,Female,high,yes
C04481,"Robbery case, detained for 21 months",robbery,IPC 392,21,36,56,Female,medium,no
C04482,"Robbery case, in custody for 14 months",robbery,IPC 392,14,36,46,Male,low,no
C04483,"Physical assault case, undertrial for 10 months",assault,IPC 351,10,24,27,Female,low,no
C04484,"Minor theft case, undertrial for 31 months",theft,IPC 379,31,6,25,Male,high,yes
C04485,"Physical assault case, undertrial for 35 months",assault,IPC 351,35,24,62,Female,high,yes
C04486,"Robbery case, undertrial for 21 months",robbery,IPC 392,21,36,33,Male,medium,no
C04487,"Physical assault case, in custody for 34 months",assault,IPC 351,34,24,48,Male,high,yes
C04488,"Minor theft case, detained for 28 months",theft,IPC 379,28,6,53,Male,high,yes
C04489,"Minor theft case, in custody for 20 months",theft,IPC 379,20,6,52,Female,high,yes
C04490,"Robbery case, undertrial for 3 months",robbery,IPC 392,3,36,45,Female,low,no
C04491,"Minor theft case, detained for 31 months",theft,IPC 379,31,6,38,Male,high,yes
C04492,"Physical assault case, in custody for 15 months",assault,IPC 351,15,24,43,Male,medium,no
C04493,"Physical assault case, detained for 6 months",assault,IPC 351,6,24,30,Male,low,no
C04494,"Minor theft case, in custody for 21 months",theft,IPC 379,21,6,18,Female,high,yes
C04495,"Minor theft case, detained for 21 months",theft,IPC 379,21,6,61,Female,high,yes
C04496,"Physical assault case, undertrial for 10 months",assault,IPC 351,10,24,20,Male,low,no
C04497,"Physical assault case, in custody for 6 months",assault,IPC 351,6,24,65,Male,low,no
C04498,"Robbery case, undertrial for 17 months",robbery,IPC 392,17,36,58,Female,low,no
C04499,"Financial fraud case, undertrial for 10 months",fraud,IPC 420,10,12,66,Male,medium,no
C04500,"Robbery case, in custody for 30 months",robbery,IPC 392,30,36,18,Male,medium,no
C04501,"Robbery case, undertrial for 34 months",robbery,IPC 392,34,36,66,Male,medium,no
C04502,"Financial fraud case, detained for 32 months",fraud,IPC 420,32,12,23,Male,high,yes
C04503,"Robbery case, detained for 35 months",robbery,IPC 392,35,36,41,Female,medium,no
C04504,"Physical assault case, detained for 18 months",assault,IPC 351,18,24,53,Male,medium,no
C04505,"Physical assault case, detained for 7 months",assault,IPC 351,7,24,30,Female,low,no
C04506,"Robbery case, detained for 28 months",robbery,IPC 392,28,36,35,Female,medium,no
C04507,"Minor theft case, in custody for 35 months",theft,IPC 379,35,6,35,Male,high,yes
